donor_id,donation_count,total_donations,average_donation,days_since_last_donation,donations_last_30_days,donations_last_90_days,donations_last_365_days,campaign_count
DNR-04791,6,769.39,128.23,69.0,0,2,4,6
DNR-04792,1,123.26,123.26,1649.0,0,0,0,1
DNR-04793,0,0.0,0.0,,0,0,0,0
DNR-04794,3,304.19,101.4,145.0,0,0,1,3
DNR-04795,5,744.98,149.0,136.0,0,0,2,5
DNR-04796,5,2004.01,400.8,121.0,0,0,2,5
DNR-04797,3,412.26,137.42,269.0,0,0,1,3
DNR-04798,5,149442.84,29888.57,1.0,1,2,5,5
DNR-04799,7,1737.02,248.15,66.0,0,1,1,7
DNR-04800,6,852.32,142.05,97.0,0,0,2,6
DNR-04801,5,1543.03,308.61,77.0,0,1,2,5
DNR-04802,3,549.84,183.28,399.0,0,0,0,3
DNR-04803,5,557.52,111.5,170.0,0,0,1,5
DNR-04804,4,171.57,42.89,80.0,0,1,4,4
DNR-04805,7,1915.61,273.66,145.0,0,0,3,7
DNR-04806,8,1139.97,142.5,434.0,0,0,0,7
DNR-04807,6,1201.96,200.33,9.0,1,2,2,6
DNR-04808,6,4227.72,704.62,448.0,0,0,0,6
DNR-04809,5,722.17,144.43,281.0,0,0,2,5
DNR-04810,3,19544.61,6514.87,79.0,0,1,1,3
DNR-04811,8,698.57,87.32,65.0,0,1,1,8
DNR-04812,8,47138.44,5892.3,16.0,2,5,8,7
DNR-04813,2,242.62,121.31,559.0,0,0,0,2
DNR-04814,2,120.86,60.43,77.0,0,1,1,2
DNR-04815,5,1065.56,213.11,317.0,0,0,1,5
DNR-04816,4,292.63,73.16,211.0,0,0,3,4
DNR-04817,4,446.93,111.73,211.0,0,0,4,4
DNR-04818,2,118.36,59.18,489.0,0,0,0,2
DNR-04819,5,2562.51,512.5,85.0,0,1,2,5
DNR-04820,3,41904.02,13968.01,156.0,0,0,2,3
DNR-04821,5,2500.96,500.19,42.0,0,2,2,5
DNR-04822,4,139.29,34.82,168.0,0,0,3,4
DNR-04823,4,361.68,90.42,102.0,0,0,2,4
DNR-04824,6,399.55,66.59,51.0,0,1,3,6
DNR-04825,5,343.9,68.78,294.0,0,0,1,5
DNR-04826,3,1115.03,371.68,92.0,0,0,1,3
DNR-04827,8,382.35,47.79,24.0,1,2,5,8
DNR-04828,5,656.37,131.27,20.0,1,1,2,5
DNR-04829,3,569.17,189.72,255.0,0,0,1,3
DNR-04830,4,210.34,52.58,39.0,0,2,4,4
DNR-04831,6,463.21,77.2,49.0,0,1,5,5
DNR-04832,6,2864.42,477.4,10.0,1,2,4,6
DNR-04833,2,619.96,309.98,1.0,1,2,2,2
DNR-04834,11,1830.66,166.42,195.0,0,0,2,11
DNR-04835,4,900.64,225.16,5.0,1,3,4,4
DNR-04836,9,869.49,96.61,386.0,0,0,0,9
DNR-04837,4,635.21,158.8,2.0,3,4,4,4
DNR-04838,6,1886.13,314.35,50.0,0,1,6,6
DNR-04839,4,479.04,119.76,6.0,1,3,4,3
DNR-04840,5,622.83,124.57,0.0,1,1,5,5
DNR-04841,6,2860.27,476.71,7.0,1,2,3,6
DNR-04842,4,4701.79,1175.45,225.0,0,0,3,4
DNR-04843,1,4585.56,4585.56,67.0,0,1,1,1
DNR-04844,7,84054.02,12007.72,119.0,0,0,2,7
DNR-04845,11,4113.45,373.95,64.0,0,1,3,10
DNR-04846,6,236.58,39.43,118.0,0,0,3,6
DNR-04847,5,1001.42,200.28,228.0,0,0,3,4
DNR-04848,4,195.5,48.88,153.0,0,0,3,4
DNR-04849,3,2462.2,820.73,514.0,0,0,0,3
DNR-04850,5,599.84,119.97,30.0,1,1,2,5
DNR-04851,4,176.18,44.04,161.0,0,0,1,4
DNR-04852,1,2127.92,2127.92,429.0,0,0,0,1
DNR-04853,6,906.77,151.13,36.0,0,1,4,6
DNR-04854,5,2149.34,429.87,3.0,4,5,5,5
DNR-04855,0,0.0,0.0,,0,0,0,0
DNR-04856,8,3591.01,448.88,173.0,0,0,3,8
DNR-04857,6,995.7,165.95,74.0,0,1,1,6
DNR-04858,4,558.38,139.6,342.0,0,0,1,4
DNR-04859,3,76.15,25.38,215.0,0,0,3,3
DNR-04860,2,339.19,169.59,154.0,0,0,1,2
DNR-04861,8,441.23,55.15,115.0,0,0,6,7
DNR-04862,4,474.46,118.62,67.0,0,1,2,4
DNR-04863,9,853.84,94.87,58.0,0,1,3,9
DNR-04864,4,208.65,52.16,53.0,0,1,4,4
DNR-04865,5,568.01,113.6,223.0,0,0,2,5
DNR-04866,4,1023.0,255.75,106.0,0,0,1,3
DNR-04867,2,181.27,90.64,429.0,0,0,0,2
DNR-04868,6,827.21,137.87,304.0,0,0,1,6
DNR-04869,2,48700.67,24350.34,1027.0,0,0,0,2
DNR-04870,5,2513.09,502.62,29.0,1,1,1,5
DNR-04871,5,1495.59,299.12,46.0,0,1,1,5
DNR-04872,10,1840.9,184.09,151.0,0,0,1,10
DNR-04873,6,55163.75,9193.96,247.0,0,0,1,6
DNR-04874,3,394.87,131.62,365.0,0,0,1,3
DNR-04875,6,1274.24,212.37,71.0,0,1,6,6
DNR-04876,3,218.11,72.7,238.0,0,0,2,3
DNR-04877,3,1122.52,374.17,6.0,1,1,1,3
DNR-04878,9,2577.49,286.39,370.0,0,0,0,8
DNR-04879,5,617.27,123.45,388.0,0,0,0,5
DNR-04880,1,56.23,56.23,490.0,0,0,0,1
DNR-04881,2,139.73,69.87,432.0,0,0,0,2
DNR-04882,10,8710.71,871.07,3.0,3,6,10,10
DNR-04883,3,476.59,158.86,3.0,1,1,3,3
DNR-04884,2,1032.88,516.44,796.0,0,0,0,2
DNR-04885,7,1550.94,221.56,95.0,0,0,4,7
DNR-04886,7,955.35,136.48,23.0,1,1,5,7
DNR-04887,3,120.89,40.3,7.0,1,1,1,3
DNR-04888,3,12342.81,4114.27,1349.0,0,0,0,3
DNR-04889,6,859.13,143.19,175.0,0,0,4,5
DNR-04890,6,337.02,56.17,546.0,0,0,0,6
DNR-04891,11,821.32,74.67,7.0,6,11,11,10
DNR-04892,3,88.24,29.41,501.0,0,0,0,3
DNR-04893,6,4682.59,780.43,256.0,0,0,1,5
DNR-04894,2,84.99,42.5,51.0,0,1,2,2
DNR-04895,6,1260.2,210.03,58.0,0,3,4,6
DNR-04896,8,3139.62,392.45,1.0,1,2,5,8
DNR-04897,9,2164.14,240.46,58.0,0,1,5,9
DNR-04898,4,274.13,68.53,219.0,0,0,1,4
DNR-04899,4,2803.89,700.97,247.0,0,0,1,4
DNR-04900,4,18454.37,4613.59,115.0,0,0,3,4
DNR-04901,3,2302.83,767.61,350.0,0,0,1,3
DNR-04902,3,998.73,332.91,247.0,0,0,2,3
DNR-04903,2,152.47,76.24,77.0,0,2,2,2
DNR-04904,6,69342.4,11557.07,57.0,0,2,4,6
DNR-04905,5,523.71,104.74,39.0,0,1,2,5
DNR-04906,6,1010.62,168.44,208.0,0,0,1,6
DNR-04907,3,18099.72,6033.24,1032.0,0,0,0,3
DNR-04908,4,1265.41,316.35,90.0,0,1,2,4
DNR-04909,3,728.32,242.77,303.0,0,0,1,3
DNR-04910,5,1301.8,260.36,195.0,0,0,2,5
DNR-04911,4,2570.06,642.52,249.0,0,0,3,4
DNR-04912,9,1301.69,144.63,137.0,0,0,4,9
DNR-04913,5,2228.67,445.73,11.0,1,3,5,4
DNR-04914,6,1218.54,203.09,52.0,0,1,6,6
DNR-04915,3,203.16,67.72,27.0,1,1,3,3
DNR-04916,1,21089.4,21089.4,1270.0,0,0,0,1
DNR-04917,4,445.59,111.4,43.0,0,3,4,4
DNR-04918,3,1460.34,486.78,50.0,0,1,3,3
DNR-04919,2,9021.34,4510.67,173.0,0,0,2,2
DNR-04920,5,2181.54,436.31,148.0,0,0,2,5
DNR-04921,2,166.51,83.26,130.0,0,0,1,2
DNR-04922,4,89147.41,22286.85,133.0,0,0,2,4
DNR-04923,1,20817.34,20817.34,177.0,0,0,1,1
DNR-04924,2,554.44,277.22,65.0,0,2,2,2
DNR-04925,7,770.52,110.07,99.0,0,0,3,7
DNR-04926,6,2017.72,336.29,23.0,1,6,6,6
DNR-04927,5,2182.4,436.48,149.0,0,0,2,5
DNR-04928,4,67938.11,16984.53,591.0,0,0,0,4
DNR-04929,7,1042.62,148.95,2.0,2,5,5,7
DNR-04930,11,4456.49,405.14,50.0,0,1,8,11
DNR-04931,5,3156.37,631.27,491.0,0,0,0,5
DNR-04932,10,129711.36,12971.14,19.0,1,2,8,10
DNR-04933,6,963.5,160.58,252.0,0,0,2,6
DNR-04934,4,231.81,57.95,66.0,0,1,4,4
DNR-04935,5,775.21,155.04,39.0,0,1,5,5
DNR-04936,2,375.24,187.62,338.0,0,0,1,2
DNR-04937,3,458.15,152.72,150.0,0,0,1,3
DNR-04938,4,314.94,78.74,114.0,0,0,1,4
DNR-04939,4,2752.51,688.13,298.0,0,0,1,4
DNR-04940,1,9754.46,9754.46,158.0,0,0,1,1
DNR-04941,6,256.14,42.69,23.0,1,1,1,6
DNR-04942,6,3099.25,516.54,0.0,1,2,2,6
DNR-04943,4,159.34,39.84,199.0,0,0,1,4
DNR-04944,9,1842.86,204.76,2.0,1,1,4,9
DNR-04945,3,873.14,291.05,367.0,0,0,0,3
DNR-04946,3,2876.27,958.76,407.0,0,0,0,3
DNR-04947,6,1235.23,205.87,3.0,2,2,3,6
DNR-04948,4,164.4,41.1,46.0,0,1,1,4
DNR-04949,3,46730.93,15576.98,179.0,0,0,2,3
DNR-04950,7,2178.58,311.23,29.0,1,1,2,7
DNR-04951,6,575.2,95.87,327.0,0,0,1,6
DNR-04952,3,136.36,45.45,713.0,0,0,0,3
DNR-04953,5,2462.17,492.43,190.0,0,0,3,5
DNR-04954,5,772.96,154.59,144.0,0,0,4,5
DNR-04955,2,64287.96,32143.98,972.0,0,0,0,2
DNR-04956,3,379.6,126.53,536.0,0,0,0,3
DNR-04957,3,853.94,284.65,285.0,0,0,2,3
DNR-04958,5,2188.75,437.75,15.0,1,3,5,5
DNR-04959,6,759.31,126.55,78.0,0,1,6,6
DNR-04960,3,1274.48,424.83,429.0,0,0,0,3
DNR-04961,2,173.57,86.78,47.0,0,1,2,2
DNR-04962,4,19587.67,4896.92,104.0,0,0,2,4
DNR-04963,8,1543.56,192.94,55.0,0,3,8,7
DNR-04964,10,563.32,56.33,4.0,1,1,6,10
DNR-04965,10,2650.07,265.01,14.0,4,10,10,9
DNR-04966,4,248.17,62.04,13.0,1,2,4,4
DNR-04967,5,1257.59,251.52,149.0,0,0,1,5
DNR-04968,1,72.29,72.29,767.0,0,0,0,1
DNR-04969,4,269.64,67.41,62.0,0,1,1,3
DNR-04970,9,2921.72,324.64,16.0,3,3,6,9
DNR-04971,8,39126.69,4890.84,20.0,1,1,2,8
DNR-04972,8,3051.18,381.4,29.0,1,1,2,8
DNR-04973,5,1005.92,201.18,25.0,2,2,2,5
DNR-04974,4,2185.95,546.49,4.0,1,3,4,4
DNR-04975,4,189.05,47.26,52.0,0,2,2,4
DNR-04976,3,573.92,191.31,215.0,0,0,2,3
DNR-04977,5,95055.97,19011.19,7.0,2,2,5,5
DNR-04978,6,662.87,110.48,34.0,0,1,4,6
DNR-04979,6,1461.11,243.52,21.0,1,1,3,6
DNR-04980,5,1377.44,275.49,43.0,0,1,1,5
DNR-04981,8,1821.54,227.69,19.0,1,3,8,8
DNR-04982,5,205.79,41.16,320.0,0,0,1,5
DNR-04983,8,2025.48,253.18,3.0,6,8,8,7
DNR-04984,5,416.8,83.36,418.0,0,0,0,5
DNR-04985,6,949.8,158.3,251.0,0,0,1,6
DNR-04986,10,1643.91,164.39,53.0,0,1,3,10
DNR-04987,5,1983.65,396.73,121.0,0,0,2,5
DNR-04988,7,896.69,128.1,16.0,1,2,3,7
DNR-04989,7,979.17,139.88,76.0,0,1,5,7
DNR-04990,5,518.04,103.61,582.0,0,0,0,4
DNR-04991,3,130.91,43.64,69.0,0,1,2,3
DNR-04992,3,188.44,62.81,166.0,0,0,2,3
DNR-04993,2,146.67,73.33,146.0,0,0,2,2
DNR-04994,4,588.91,147.23,129.0,0,0,2,4
DNR-04995,2,189.28,94.64,6.0,2,2,2,2
DNR-04996,4,196.06,49.02,81.0,0,1,2,4
DNR-04997,4,548.31,137.08,299.0,0,0,1,4
DNR-04998,6,781.86,130.31,37.0,0,1,3,6
DNR-04999,2,1787.04,893.52,25.0,1,1,2,2
DNR-05000,3,32340.16,10780.05,41.0,0,3,3,3
DNR-05001,6,583.63,97.27,50.0,0,1,1,6
DNR-05002,5,962.53,192.51,9.0,1,1,1,5
DNR-05003,4,1443.37,360.84,233.0,0,0,1,4
DNR-05004,5,1386.42,277.28,31.0,0,5,5,5
DNR-05005,3,90.01,30.0,202.0,0,0,3,3
DNR-05006,7,663.29,94.76,325.0,0,0,2,7
DNR-05007,3,231.25,77.08,644.0,0,0,0,3
DNR-05008,8,419.47,52.43,15.0,3,8,8,8
DNR-05009,5,77980.47,15596.09,418.0,0,0,0,5
DNR-05010,9,553.52,61.5,53.0,0,1,4,9
DNR-05011,6,2935.9,489.32,407.0,0,0,0,6
DNR-05012,4,2189.49,547.37,637.0,0,0,0,4
DNR-05013,6,968.83,161.47,108.0,0,0,3,6
DNR-05014,7,104070.85,14867.26,25.0,1,5,7,7
DNR-05015,6,409.98,68.33,34.0,0,3,4,6
DNR-05016,8,3734.8,466.85,47.0,0,2,3,8
DNR-05017,4,462.7,115.68,15.0,1,1,3,4
DNR-05018,8,47079.81,5884.98,191.0,0,0,3,8
DNR-05019,4,357.98,89.5,406.0,0,0,0,4
DNR-05020,5,295.28,59.06,21.0,3,5,5,5
DNR-05021,7,752.59,107.51,349.0,0,0,1,5
DNR-05022,4,222.9,55.72,17.0,1,3,4,4
DNR-05023,13,3341.44,257.03,191.0,0,0,1,13
DNR-05024,5,2190.01,438.0,39.0,0,2,5,5
DNR-05025,6,1313.97,219.0,47.0,0,1,2,6
DNR-05026,1,339.74,339.74,16.0,1,1,1,1
DNR-05027,4,139964.36,34991.09,41.0,0,1,2,4
DNR-05028,8,110609.46,13826.18,41.0,0,2,5,8
DNR-05029,5,313.85,62.77,635.0,0,0,0,5
DNR-05030,5,157.19,31.44,31.0,0,1,1,5
DNR-05031,5,2548.16,509.63,101.0,0,0,2,5
DNR-05032,4,345.59,86.4,189.0,0,0,3,4
DNR-05033,8,637.78,79.72,226.0,0,0,2,8
DNR-05034,4,380.0,95.0,177.0,0,0,1,4
DNR-05035,4,196.8,49.2,77.0,0,1,2,4
DNR-05036,6,116802.65,19467.11,39.0,0,1,6,6
DNR-05037,7,957.15,136.74,10.0,3,4,7,7
DNR-05038,6,2761.76,460.29,33.0,0,2,6,6
DNR-05039,7,830.54,118.65,65.0,0,2,2,7
DNR-05040,9,1549.12,172.12,222.0,0,0,5,9
DNR-05041,9,3490.74,387.86,103.0,0,0,3,9
DNR-05042,7,1876.7,268.1,100.0,0,0,4,7
DNR-05043,3,189.32,63.11,62.0,0,1,1,3
DNR-05044,3,540.41,180.14,558.0,0,0,0,3
DNR-05045,7,870.66,124.38,59.0,0,1,4,6
DNR-05046,3,281.07,93.69,117.0,0,0,2,3
DNR-05047,3,486.26,162.09,323.0,0,0,1,3
DNR-05048,7,2956.3,422.33,38.0,0,1,2,7
DNR-05049,7,1698.8,242.69,2.0,1,4,7,7
DNR-05050,10,44808.09,4480.81,64.0,0,2,10,10
DNR-05051,5,404.51,80.9,109.0,0,0,1,5
DNR-05052,5,141254.94,28250.99,323.0,0,0,1,5
DNR-05053,4,71250.05,17812.51,27.0,1,1,4,4
DNR-05054,8,1705.35,213.17,296.0,0,0,1,8
DNR-05055,9,1909.18,212.13,97.0,0,0,5,9
DNR-05056,3,504.36,168.12,442.0,0,0,0,3
DNR-05057,2,63.97,31.98,119.0,0,0,1,2
DNR-05058,3,4498.56,1499.52,61.0,0,1,3,3
DNR-05059,5,1841.14,368.23,653.0,0,0,0,5
DNR-05060,8,3059.05,382.38,16.0,1,3,6,7
DNR-05061,6,2318.57,386.43,31.0,0,3,6,6
DNR-05062,7,504.37,72.05,52.0,0,2,2,7
DNR-05063,8,1253.88,156.74,22.0,1,2,4,7
DNR-05064,6,2776.63,462.77,89.0,0,1,2,6
DNR-05065,5,916.48,183.3,30.0,1,2,2,5
DNR-05066,4,2245.59,561.4,9.0,1,1,2,4
DNR-05067,8,1538.05,192.26,1.0,5,8,8,8
DNR-05068,4,1646.89,411.72,81.0,0,1,2,4
DNR-05069,3,427.79,142.6,158.0,0,0,1,3
DNR-05070,6,578.47,96.41,109.0,0,0,3,5
DNR-05071,6,850.33,141.72,7.0,3,3,6,6
DNR-05072,5,483.56,96.71,153.0,0,0,5,5
DNR-05073,3,2584.8,861.6,54.0,0,1,2,3
DNR-05074,4,173.95,43.49,306.0,0,0,1,4
DNR-05075,2,754.57,377.28,491.0,0,0,0,2
DNR-05076,6,1831.95,305.32,572.0,0,0,0,6
DNR-05077,4,885.59,221.4,202.0,0,0,1,4
DNR-05078,4,1629.61,407.4,43.0,0,1,4,4
DNR-05079,6,693.28,115.55,198.0,0,0,2,6
DNR-05080,5,3026.35,605.27,0.0,1,3,5,5
DNR-05081,8,1612.3,201.54,0.0,1,1,2,8
DNR-05082,4,299.56,74.89,141.0,0,0,1,4
DNR-05083,2,125.1,62.55,114.0,0,0,2,2
DNR-05084,5,621.44,124.29,110.0,0,0,4,5
DNR-05085,4,311.64,77.91,100.0,0,0,3,4
DNR-05086,3,140.03,46.68,388.0,0,0,0,3
DNR-05087,2,1732.37,866.18,271.0,0,0,1,2
DNR-05088,4,158496.59,39624.15,4.0,2,4,4,4
DNR-05089,4,401.28,100.32,130.0,0,0,4,4
DNR-05090,5,84833.81,16966.76,115.0,0,0,5,5
DNR-05091,5,851.24,170.25,888.0,0,0,0,5
DNR-05092,3,35405.29,11801.76,231.0,0,0,1,3
DNR-05093,2,135.55,67.78,81.0,0,1,2,2
DNR-05094,4,211.23,52.81,183.0,0,0,1,4
DNR-05095,2,96.51,48.26,955.0,0,0,0,2
DNR-05096,2,441.7,220.85,190.0,0,0,2,2
DNR-05097,6,738.98,123.16,4.0,1,2,6,6
DNR-05098,4,4695.72,1173.93,518.0,0,0,0,4
DNR-05099,8,816.18,102.02,11.0,1,1,4,8
DNR-05100,4,466.26,116.57,19.0,1,1,2,4
DNR-05101,6,388.22,64.7,35.0,0,2,6,6
DNR-05102,6,1390.23,231.7,138.0,0,0,2,5
DNR-05103,6,893.61,148.94,266.0,0,0,1,6
DNR-05104,4,267.65,66.91,77.0,0,1,2,4
DNR-05105,5,640.98,128.2,15.0,1,2,5,5
DNR-05106,1,134.08,134.08,644.0,0,0,0,1
DNR-05107,7,710.84,101.55,27.0,1,1,1,6
DNR-05108,5,782.3,156.46,107.0,0,0,4,5
DNR-05109,4,586.55,146.64,103.0,0,0,1,4
DNR-05110,5,1632.06,326.41,382.0,0,0,0,5
DNR-05111,5,545.44,109.09,421.0,0,0,0,5
DNR-05112,10,99530.46,9953.05,111.0,0,0,2,9
DNR-05113,3,96015.29,32005.1,91.0,0,0,3,3
DNR-05114,4,595.4,148.85,423.0,0,0,0,4
DNR-05115,2,2307.57,1153.79,49.0,0,1,1,2
DNR-05116,4,529.94,132.49,8.0,2,4,4,4
DNR-05117,12,151544.47,12628.71,39.0,0,1,1,12
DNR-05118,7,386.66,55.24,16.0,2,3,4,7
DNR-05119,4,229.43,57.36,17.0,1,1,3,4
DNR-05120,1,44.49,44.49,396.0,0,0,0,1
DNR-05121,8,501.28,62.66,30.0,1,3,6,8
DNR-05122,4,2538.52,634.63,46.0,0,1,4,4
DNR-05123,4,361.55,90.39,373.0,0,0,0,4
DNR-05124,6,609.4,101.57,294.0,0,0,1,6
DNR-05125,7,73135.8,10447.97,18.0,1,1,7,6
DNR-05126,6,771.77,128.63,199.0,0,0,1,6
DNR-05127,4,447.26,111.82,54.0,0,2,4,4
DNR-05128,6,764.74,127.46,109.0,0,0,2,6
DNR-05129,4,817.74,204.44,17.0,1,1,2,4
DNR-05130,3,1253.09,417.7,19.0,1,1,1,3
DNR-05131,8,1569.93,196.24,233.0,0,0,1,8
DNR-05132,1,66.45,66.45,108.0,0,0,1,1
DNR-05133,5,276.59,55.32,415.0,0,0,0,4
DNR-05134,6,383.73,63.96,165.0,0,0,1,5
DNR-05135,4,263.26,65.82,724.0,0,0,0,4
DNR-05136,3,196.13,65.38,440.0,0,0,0,3
DNR-05137,4,30561.57,7640.39,188.0,0,0,2,4
DNR-05138,0,0.0,0.0,,0,0,0,0
DNR-05139,6,2114.18,352.36,40.0,0,4,6,5
DNR-05140,6,528.35,88.06,17.0,1,2,6,6
DNR-05141,5,969.01,193.8,278.0,0,0,1,4
DNR-05142,3,2257.95,752.65,301.0,0,0,1,3
DNR-05143,7,3639.0,519.86,122.0,0,0,2,7
DNR-05144,3,369.77,123.26,204.0,0,0,2,3
DNR-05145,3,593.08,197.69,5.0,1,1,3,3
DNR-05146,5,257.22,51.44,109.0,0,0,5,5
DNR-05147,2,86.23,43.11,614.0,0,0,0,2
DNR-05148,4,67711.94,16927.98,317.0,0,0,1,4
DNR-05149,3,197.45,65.82,287.0,0,0,1,3
DNR-05150,5,1006.1,201.22,215.0,0,0,1,4
DNR-05151,4,673.83,168.46,163.0,0,0,2,4
DNR-05152,2,8413.18,4206.59,3.0,1,1,1,2
DNR-05153,8,26238.39,3279.8,28.0,1,1,3,8
DNR-05154,3,152.49,50.83,82.0,0,1,1,3
DNR-05155,2,539.05,269.52,27.0,1,1,2,2
DNR-05156,6,2079.1,346.52,257.0,0,0,1,6
DNR-05157,4,25658.48,6414.62,18.0,3,4,4,4
DNR-05158,4,1502.91,375.73,229.0,0,0,1,4
DNR-05159,8,834.81,104.35,10.0,1,2,3,8
DNR-05160,6,1771.63,295.27,11.0,1,3,6,6
DNR-05161,6,271.32,45.22,101.0,0,0,2,6
DNR-05162,5,32757.99,6551.6,13.0,1,1,2,5
DNR-05163,5,2595.87,519.17,75.0,0,1,3,5
DNR-05164,4,830.75,207.69,25.0,1,1,4,4
DNR-05165,5,536.89,107.38,17.0,1,2,4,5
DNR-05166,2,68210.39,34105.2,617.0,0,0,0,2
DNR-05167,5,786.23,157.25,274.0,0,0,2,5
DNR-05168,7,30114.18,4302.03,210.0,0,0,4,6
DNR-05169,4,3081.03,770.26,263.0,0,0,1,4
DNR-05170,4,313.81,78.45,25.0,1,1,3,4
DNR-05171,4,562.85,140.71,335.0,0,0,2,4
DNR-05172,7,100233.8,14319.11,107.0,0,0,3,7
DNR-05173,6,75312.06,12552.01,17.0,1,2,2,6
DNR-05174,1,4163.72,4163.72,305.0,0,0,1,1
DNR-05175,5,1740.61,348.12,54.0,0,5,5,5
DNR-05176,3,2093.38,697.79,173.0,0,0,1,3
DNR-05177,1,54.56,54.56,776.0,0,0,0,1
DNR-05178,7,930.95,132.99,69.0,0,1,5,7
DNR-05179,4,1349.27,337.32,108.0,0,0,2,4
DNR-05180,3,68.67,22.89,217.0,0,0,2,3
DNR-05181,4,2258.09,564.52,185.0,0,0,2,4
DNR-05182,5,633.74,126.75,4.0,1,2,5,5
DNR-05183,2,153.91,76.96,80.0,0,1,1,2
DNR-05184,5,2352.25,470.45,118.0,0,0,1,5
DNR-05185,4,93246.35,23311.59,52.0,0,3,4,4
DNR-05186,2,198.22,99.11,19.0,1,1,2,2
DNR-05187,2,770.55,385.28,541.0,0,0,0,2
DNR-05188,8,532.29,66.54,1.0,1,1,7,7
DNR-05189,7,752.53,107.5,144.0,0,0,1,7
DNR-05190,2,8473.51,4236.76,128.0,0,0,2,2
DNR-05191,6,1408.49,234.75,454.0,0,0,0,5
DNR-05192,7,2632.67,376.1,18.0,2,4,7,7
DNR-05193,7,178.13,25.45,153.0,0,0,1,7
DNR-05194,9,1426.9,158.54,286.0,0,0,1,9
DNR-05195,6,281.2,46.87,4.0,4,6,6,6
DNR-05196,4,247.51,61.88,21.0,1,1,4,4
DNR-05197,8,905.9,113.24,3.0,1,1,1,7
DNR-05198,3,406.66,135.55,13.0,1,1,1,3
DNR-05199,2,307.13,153.56,391.0,0,0,0,2
DNR-05200,6,870.15,145.02,85.0,0,1,2,6
DNR-05201,5,275.06,55.01,180.0,0,0,5,5
DNR-05202,3,11809.76,3936.59,698.0,0,0,0,3
DNR-05203,8,695.36,86.92,73.0,0,1,4,7
DNR-05204,3,341.81,113.94,177.0,0,0,2,2
DNR-05205,4,1746.91,436.73,239.0,0,0,1,4
DNR-05206,4,1188.14,297.03,72.0,0,1,1,4
DNR-05207,5,1822.05,364.41,670.0,0,0,0,5
DNR-05208,9,1201.0,133.44,71.0,0,2,9,9
DNR-05209,1,1080.73,1080.73,248.0,0,0,1,1
DNR-05210,6,881.41,146.9,92.0,0,0,4,5
DNR-05211,6,749.08,124.85,12.0,1,1,3,6
DNR-05212,3,246.07,82.02,200.0,0,0,2,3
DNR-05213,7,1040.39,148.63,4.0,1,2,3,6
DNR-05214,3,185.47,61.82,346.0,0,0,1,2
DNR-05215,3,548.72,182.91,177.0,0,0,1,3
DNR-05216,4,700.99,175.25,283.0,0,0,1,4
DNR-05217,9,1095.01,121.67,6.0,1,2,6,9
DNR-05218,4,243.55,60.89,328.0,0,0,2,3
DNR-05219,7,34840.82,4977.26,109.0,0,0,7,7
DNR-05220,5,526.06,105.21,74.0,0,1,4,3
DNR-05221,9,62009.87,6889.99,139.0,0,0,5,9
DNR-05222,9,1375.57,152.84,35.0,0,1,4,8
DNR-05223,3,2987.96,995.99,148.0,0,0,1,3
DNR-05224,6,2297.18,382.86,146.0,0,0,1,6
DNR-05225,5,529.46,105.89,75.0,0,1,1,5
DNR-05226,1,54.35,54.35,1324.0,0,0,0,1
DNR-05227,4,192.3,48.08,59.0,0,1,2,4
DNR-05228,6,5119.91,853.32,100.0,0,0,3,6
DNR-05229,5,3057.32,611.46,8.0,1,1,2,5
DNR-05230,4,178.9,44.72,26.0,2,2,4,4
DNR-05231,5,780.63,156.13,62.0,0,1,2,4
DNR-05232,2,148.48,74.24,1646.0,0,0,0,2
DNR-05233,0,0.0,0.0,,0,0,0,0
DNR-05234,2,198.44,99.22,408.0,0,0,0,2
DNR-05235,6,1283.86,213.98,30.0,1,3,6,4
DNR-05236,7,2030.06,290.01,59.0,0,2,7,7
DNR-05237,4,581.29,145.32,246.0,0,0,1,4
DNR-05238,5,122631.36,24526.27,32.0,0,2,5,5
DNR-05239,5,481.92,96.38,5.0,2,5,5,5
DNR-05240,5,307.3,61.46,8.0,1,1,5,4
DNR-05241,6,2474.43,412.4,286.0,0,0,2,6
DNR-05242,7,641.75,91.68,86.0,0,1,5,7
DNR-05243,4,1675.69,418.92,80.0,0,1,4,4
DNR-05244,5,2371.38,474.28,138.0,0,0,2,5
DNR-05245,3,159.59,53.2,428.0,0,0,0,3
DNR-05246,7,3581.66,511.67,439.0,0,0,0,7
DNR-05247,6,1122.17,187.03,235.0,0,0,1,6
DNR-05248,8,489.84,61.23,0.0,2,2,4,6
DNR-05249,4,1328.15,332.04,73.0,0,1,4,4
DNR-05250,3,297.34,99.11,364.0,0,0,1,3
DNR-05251,5,822.3,164.46,232.0,0,0,3,5
DNR-05252,2,157.06,78.53,193.0,0,0,1,2
DNR-05253,1,56.16,56.16,6.0,1,1,1,1
DNR-05254,6,2309.18,384.86,79.0,0,1,3,6
DNR-05255,8,51347.2,6418.4,306.0,0,0,4,7
DNR-05256,7,213044.08,30434.87,59.0,0,2,7,7
DNR-05257,6,2352.12,392.02,298.0,0,0,1,6
DNR-05258,4,307.12,76.78,873.0,0,0,0,4
DNR-05259,3,567.98,189.33,263.0,0,0,1,3
DNR-05260,2,139.58,69.79,22.0,1,2,2,2
DNR-05261,7,90949.23,12992.75,12.0,2,3,6,7
