donor_id,age_group,location,donor_since,donor_type
DNR-06115,25-34,CO,2024-04-26,Individual
DNR-06116,55-64,IL,2022-11-17,Individual
DNR-06117,18-24,NC,2021-01-13,Individual
DNR-06118,25-34,FL,2025-09-05,Individual
DNR-06119,25-34,PA,2024-03-29,Individual
DNR-06120,35-44,IL,2024-05-05,Corporate
DNR-06121,25-34,WA,2025-05-10,Individual
DNR-06122,35-44,CO,2025-02-20,Individual
DNR-06123,55-64,GA,2023-08-29,Individual
DNR-06124,25-34,OH,2024-12-26,Individual
DNR-06125,45-54,NY,2025-10-08,Individual
DNR-06126,35-44,TX,2022-05-10,Individual
DNR-06127,25-34,OH,2025-09-27,Individual
DNR-06128,35-44,FL,2025-03-16,Individual
DNR-06129,25-34,WA,2022-01-05,Individual
DNR-06130,25-34,CA,2021-10-29,Individual
DNR-06131,35-44,GA,2025-09-08,Individual
DNR-06132,65+,CA,2023-05-23,Individual
DNR-06133,55-64,TX,2023-05-17,Individual
DNR-06134,35-44,IL,2024-06-17,Corporate
DNR-06135,35-44,NC,2022-07-04,Individual
DNR-06136,25-34,CA,2022-04-22,Individual
DNR-06137,45-54,FL,2025-09-08,Individual
DNR-06138,25-34,NY,2024-04-12,Corporate
DNR-06139,65+,MI,2022-01-05,Individual
DNR-06140,25-34,IL,2025-06-16,Individual
DNR-06141,25-34,CA,2022-01-13,Individual
DNR-06142,18-24,CA,2021-05-05,Individual
DNR-06143,55-64,NY,2023-07-12,Individual
DNR-06144,25-34,FL,2022-03-19,Individual
DNR-06145,18-24,PA,2023-07-02,Corporate
DNR-06146,18-24,MI,2024-11-04,Individual
DNR-06147,35-44,GA,2022-02-11,Individual
DNR-06148,25-34,MI,2022-01-11,Individual
DNR-06149,55-64,GA,2022-04-04,Corporate
DNR-06150,55-64,OH,2021-11-24,Individual
DNR-06151,18-24,FL,2022-05-10,Corporate
DNR-06152,35-44,PA,2024-02-27,Individual
DNR-06153,55-64,MI,2022-06-17,Individual
DNR-06154,65+,PA,2025-02-01,Individual
DNR-06155,25-34,MI,2021-08-11,Individual
DNR-06156,45-54,GA,2022-04-06,Individual
DNR-06157,25-34,MI,2022-01-05,Individual
DNR-06158,25-34,WA,2021-08-30,Individual
DNR-06159,55-64,OH,2021-04-08,Individual
DNR-06160,35-44,OH,2021-05-02,Individual
DNR-06161,35-44,TX,2023-07-16,Individual
DNR-06162,45-54,IL,2023-07-19,Corporate
DNR-06163,45-54,IL,2022-12-30,Major Donor
DNR-06164,45-54,NY,2024-06-30,Individual
DNR-06165,35-44,NC,2023-07-17,Individual
DNR-06166,18-24,CO,2023-06-10,Individual
DNR-06167,55-64,NY,2023-10-12,Major Donor
DNR-06168,18-24,CO,2021-12-14,Individual
DNR-06169,55-64,TX,2021-07-31,Individual
DNR-06170,25-34,CA,2024-05-03,Individual
DNR-06171,65+,FL,2023-01-31,Individual
DNR-06172,25-34,MI,2024-06-23,Individual
DNR-06173,25-34,TX,2021-03-12,Individual
DNR-06174,25-34,TX,2022-12-15,Foundation
DNR-06175,25-34,CA,2021-01-14,Foundation
DNR-06176,35-44,WA,2021-03-25,Individual
DNR-06177,55-64,NY,2025-07-08,Individual
DNR-06178,45-54,PA,2021-08-21,Individual
DNR-06179,45-54,NY,2022-08-04,Individual
DNR-06180,45-54,NC,2022-04-08,Corporate
DNR-06181,45-54,FL,2025-07-14,Individual
DNR-06182,55-64,FL,2024-07-01,Individual
DNR-06183,55-64,OH,2025-11-28,Individual
DNR-06184,25-34,NC,2021-12-01,Individual
DNR-06185,45-54,NC,2021-02-24,Individual
DNR-06186,25-34,IL,2024-08-14,Individual
DNR-06187,25-34,MI,2025-03-22,Individual
DNR-06188,35-44,MI,2021-04-28,Individual
DNR-06189,55-64,MI,2023-03-16,Individual
DNR-06190,18-24,TX,2024-06-13,Individual
DNR-06191,35-44,CA,2022-05-13,Foundation
DNR-06192,45-54,IL,2023-09-13,Individual
DNR-06193,18-24,TX,2021-11-24,Individual
DNR-06194,25-34,CA,2024-05-04,Individual
DNR-06195,35-44,MI,2024-03-05,Individual
DNR-06196,25-34,OH,2025-06-20,Individual
DNR-06197,25-34,GA,2023-07-04,Individual
DNR-06198,35-44,OH,2023-02-02,Individual
DNR-06199,35-44,TX,2025-10-17,Foundation
DNR-06200,45-54,OH,2024-09-29,Corporate
DNR-06201,55-64,TX,2022-05-31,Individual
DNR-06202,45-54,CA,2024-12-07,Individual
DNR-06203,25-34,NY,2023-07-08,Individual
DNR-06204,45-54,NC,2024-03-15,Individual
DNR-06205,25-34,NY,2022-07-05,Individual
DNR-06206,25-34,PA,2022-01-27,Individual
DNR-06207,35-44,NY,2024-11-16,Individual
DNR-06208,25-34,TX,2022-10-13,Individual
DNR-06209,25-34,FL,2021-07-25,Individual
DNR-06210,35-44,GA,2024-09-26,Individual
DNR-06211,35-44,TX,2023-09-21,Corporate
DNR-06212,65+,PA,2022-06-19,Individual
DNR-06213,55-64,TX,2024-11-19,Individual
DNR-06214,25-34,IL,2021-07-11,Individual
DNR-06215,35-44,NC,2024-07-10,Individual
DNR-06216,25-34,NY,2025-06-09,Individual
DNR-06217,35-44,NY,2022-09-12,Individual
DNR-06218,35-44,MI,2023-06-03,Individual
DNR-06219,55-64,TX,2022-02-11,Foundation
DNR-06220,45-54,PA,2024-04-21,Individual
DNR-06221,45-54,NY,2021-07-15,Individual
DNR-06222,45-54,WA,2021-12-06,Individual
DNR-06223,25-34,NC,2022-08-17,Foundation
DNR-06224,55-64,PA,2022-11-15,Individual
DNR-06225,25-34,CO,2025-02-14,Individual
DNR-06226,55-64,CO,2024-01-14,Individual
DNR-06227,35-44,OH,2023-06-15,Individual
DNR-06228,45-54,IL,2025-06-03,Individual
DNR-06229,45-54,TX,2023-03-26,Individual
DNR-06230,25-34,WA,2023-01-13,Individual
DNR-06231,35-44,MI,2025-11-27,Individual
DNR-06232,25-34,TX,2023-03-14,Individual
DNR-06233,55-64,NC,2025-11-16,Individual
DNR-06234,55-64,WA,2022-01-11,Individual
DNR-06235,55-64,IL,2023-04-11,Individual
DNR-06236,35-44,MI,2023-07-05,Individual
DNR-06237,25-34,NY,2025-04-07,Individual
DNR-06238,25-34,TX,2021-07-05,Corporate
DNR-06239,25-34,MI,2022-05-19,Corporate
DNR-06240,18-24,NY,2024-03-20,Individual
DNR-06241,35-44,TX,2024-05-25,Individual
DNR-06242,18-24,OH,2025-08-30,Individual
DNR-06243,65+,PA,2023-03-28,Individual
DNR-06244,65+,PA,2025-08-23,Individual
DNR-06245,18-24,IL,2023-06-01,Individual
DNR-06246,45-54,MI,2024-08-18,Individual
DNR-06247,55-64,MI,2021-06-03,Individual
DNR-06248,55-64,NC,2022-03-26,Individual
DNR-06249,25-34,GA,2024-06-22,Individual
DNR-06250,45-54,OH,2021-07-11,Individual
DNR-06251,18-24,NY,2025-10-12,Individual
DNR-06252,35-44,NY,2023-12-20,Individual
DNR-06253,35-44,WA,2022-10-19,Individual
DNR-06254,55-64,GA,2025-03-13,Individual
DNR-06255,35-44,FL,2023-06-12,Corporate
DNR-06256,65+,NY,2024-12-22,Individual
DNR-06257,25-34,TX,2021-01-31,Individual
DNR-06258,25-34,OH,2022-02-14,Individual
DNR-06259,25-34,CA,2024-09-11,Individual
DNR-06260,55-64,OH,2022-02-26,Major Donor
DNR-06261,65+,MI,2021-08-23,Individual
DNR-06262,25-34,OH,2022-06-15,Individual
DNR-06263,25-34,CA,2022-09-06,Individual
DNR-06264,55-64,IL,2023-03-08,Individual
DNR-06265,25-34,TX,2021-08-27,Corporate
DNR-06266,55-64,NC,2023-08-09,Individual
DNR-06267,35-44,NY,2023-01-12,Individual
DNR-06268,25-34,IL,2023-05-15,Corporate
DNR-06269,45-54,NY,2024-05-22,Individual
DNR-06270,35-44,CA,2025-08-04,Individual
DNR-06271,35-44,NC,2023-08-28,Individual
DNR-06272,65+,GA,2024-02-02,Individual
DNR-06273,25-34,IL,2024-06-23,Individual
DNR-06274,55-64,IL,2024-11-29,Individual
DNR-06275,35-44,IL,2024-02-22,Individual
DNR-06276,25-34,IL,2021-06-09,Individual
DNR-06277,35-44,FL,2022-12-09,Individual
DNR-06278,45-54,GA,2023-10-24,Individual
DNR-06279,18-24,PA,2024-03-13,Individual
DNR-06280,45-54,CO,2025-11-26,Individual
DNR-06281,55-64,OH,2022-04-07,Individual
DNR-06282,35-44,GA,2024-02-20,Individual
DNR-06283,35-44,CO,2021-12-21,Individual
DNR-06284,18-24,NY,2022-06-30,Individual
DNR-06285,35-44,PA,2024-05-04,Individual
DNR-06286,35-44,IL,2024-07-05,Corporate
DNR-06287,45-54,FL,2021-12-24,Individual
DNR-06288,45-54,NY,2022-10-20,Individual
DNR-06289,35-44,CA,2024-04-06,Individual
DNR-06290,18-24,GA,2022-06-21,Individual
DNR-06291,35-44,CA,2025-09-30,Individual
DNR-06292,35-44,NC,2022-08-25,Individual
DNR-06293,35-44,OH,2022-06-21,Individual
DNR-06294,45-54,GA,2025-01-30,Individual
DNR-06295,55-64,OH,2025-09-23,Individual
DNR-06296,55-64,TX,2022-06-10,Corporate
DNR-06297,55-64,OH,2024-10-23,Corporate
DNR-06298,65+,CA,2024-02-08,Corporate
DNR-06299,55-64,CA,2023-01-24,Individual
DNR-06300,35-44,MI,2023-11-30,Individual
DNR-06301,18-24,GA,2024-03-15,Individual
DNR-06302,25-34,CA,2023-09-01,Corporate
DNR-06303,35-44,NY,2021-01-23,Individual
DNR-06304,55-64,NC,2024-11-29,Individual
DNR-06305,65+,PA,2023-02-28,Individual
DNR-06306,35-44,PA,2023-04-24,Individual
DNR-06307,25-34,IL,2021-03-16,Individual
DNR-06308,25-34,NY,2023-05-21,Individual
DNR-06309,35-44,FL,2023-03-23,Individual
DNR-06310,35-44,CA,2021-02-15,Individual
DNR-06311,25-34,TX,2024-01-28,Foundation
DNR-06312,55-64,MI,2023-05-12,Individual
DNR-06313,25-34,NY,2024-08-08,Individual
DNR-06314,35-44,NC,2025-04-29,Individual
DNR-06315,35-44,PA,2023-06-02,Individual
DNR-06316,55-64,OH,2024-10-16,Individual
DNR-06317,45-54,FL,2023-08-23,Individual
DNR-06318,25-34,NC,2022-09-16,Individual
DNR-06319,55-64,GA,2024-11-21,Individual
DNR-06320,55-64,WA,2023-03-30,Individual
DNR-06321,55-64,WA,2022-10-23,Individual
DNR-06322,25-34,CA,2022-09-12,Individual
DNR-06323,25-34,NC,2024-11-23,Individual
DNR-06324,55-64,NC,2023-05-16,Individual
DNR-06325,45-54,NY,2025-11-06,Individual
DNR-06326,25-34,NY,2023-04-14,Individual
DNR-06327,55-64,MI,2025-04-11,Individual
DNR-06328,18-24,FL,2024-10-16,Corporate
DNR-06329,25-34,NC,2025-07-17,Individual
DNR-06330,45-54,MI,2025-09-15,Individual
DNR-06331,25-34,CA,2025-07-30,Individual
DNR-06332,45-54,FL,2024-02-25,Individual
DNR-06333,35-44,GA,2025-05-02,Individual
DNR-06334,18-24,OH,2025-02-19,Corporate
DNR-06335,45-54,TX,2025-08-12,Individual
DNR-06336,25-34,FL,2023-04-10,Individual
DNR-06337,45-54,WA,2025-01-10,Individual
DNR-06338,25-34,FL,2022-04-26,Major Donor
DNR-06339,65+,MI,2022-11-01,Individual
DNR-06340,35-44,MI,2024-11-18,Individual
DNR-06341,35-44,OH,2024-06-04,Major Donor
DNR-06342,45-54,NC,2024-05-11,Individual
DNR-06343,35-44,MI,2023-06-19,Individual
DNR-06344,65+,FL,2023-12-23,Individual
DNR-06345,45-54,IL,2024-02-24,Corporate
DNR-06346,55-64,CO,2024-09-10,Individual
DNR-06347,45-54,CO,2021-10-28,Individual
DNR-06348,45-54,OH,2021-06-04,Individual
DNR-06349,65+,OH,2023-08-24,Individual
DNR-06350,45-54,WA,2024-07-22,Individual
DNR-06351,35-44,WA,2022-03-31,Individual
DNR-06352,55-64,NY,2023-12-17,Individual
DNR-06353,55-64,MI,2021-07-30,Individual
DNR-06354,65+,WA,2025-01-20,Individual
DNR-06355,18-24,GA,2023-11-13,Individual
DNR-06356,35-44,MI,2025-05-06,Individual
DNR-06357,35-44,GA,2021-11-16,Individual
DNR-06358,35-44,NC,2021-04-09,Individual
DNR-06359,55-64,CA,2021-03-06,Individual
DNR-06360,25-34,TX,2023-07-20,Individual
DNR-06361,45-54,WA,2024-05-15,Foundation
DNR-06362,55-64,NC,2025-11-18,Individual
DNR-06363,18-24,NY,2022-10-31,Individual
DNR-06364,35-44,MI,2023-07-27,Individual
DNR-06365,25-34,WA,2022-11-26,Foundation
DNR-06366,25-34,OH,2023-08-15,Individual
DNR-06367,65+,WA,2024-01-11,Individual
DNR-06368,55-64,OH,2021-08-19,Individual
DNR-06369,55-64,OH,2025-10-25,Individual
DNR-06370,45-54,NC,2023-03-14,Individual
DNR-06371,25-34,CA,2021-10-01,Individual
DNR-06372,55-64,TX,2023-07-24,Individual
DNR-06373,65+,IL,2023-05-13,Individual
DNR-06374,35-44,MI,2022-07-29,Individual
DNR-06375,25-34,IL,2023-02-21,Individual
DNR-06376,45-54,GA,2022-11-16,Major Donor
DNR-06377,18-24,CO,2021-01-13,Individual
DNR-06378,65+,TX,2022-08-28,Individual
DNR-06379,55-64,FL,2022-09-03,Individual
DNR-06380,45-54,TX,2023-04-16,Individual
DNR-06381,25-34,TX,2022-04-02,Individual
DNR-06382,45-54,OH,2024-02-04,Corporate
DNR-06383,45-54,FL,2025-08-13,Individual
DNR-06384,55-64,NY,2024-06-03,Individual
DNR-06385,35-44,OH,2021-09-28,Corporate
DNR-06386,55-64,CO,2022-10-14,Individual
DNR-06387,35-44,CO,2022-09-24,Individual
DNR-06388,35-44,CA,2025-04-14,Individual
DNR-06389,35-44,PA,2024-12-04,Individual
DNR-06390,45-54,FL,2025-05-15,Foundation
DNR-06391,45-54,NC,2025-11-25,Individual
DNR-06392,35-44,CO,2024-01-25,Individual
DNR-06393,35-44,NC,2024-03-13,Individual
DNR-06394,45-54,OH,2023-01-27,Individual
DNR-06395,65+,FL,2021-11-08,Major Donor
DNR-06396,35-44,GA,2023-05-27,Individual
DNR-06397,65+,OH,2024-05-22,Individual
DNR-06398,25-34,MI,2022-08-05,Individual
DNR-06399,35-44,WA,2022-09-28,Individual
DNR-06400,18-24,IL,2021-12-23,Individual
DNR-06401,35-44,TX,2022-01-16,Individual
DNR-06402,25-34,OH,2023-04-22,Individual
DNR-06403,65+,MI,2023-05-04,Individual
DNR-06404,25-34,PA,2024-04-09,Individual
DNR-06405,45-54,MI,2023-02-12,Individual
DNR-06406,45-54,CO,2024-09-08,Individual
DNR-06407,45-54,FL,2024-05-20,Individual
DNR-06408,45-54,GA,2022-03-18,Individual
DNR-06409,45-54,GA,2025-11-07,Major Donor
DNR-06410,45-54,PA,2024-12-25,Individual
DNR-06411,35-44,FL,2025-05-19,Individual
DNR-06412,18-24,IL,2022-06-06,Individual
DNR-06413,25-34,FL,2024-05-30,Individual
DNR-06414,25-34,MI,2024-05-20,Individual
DNR-06415,25-34,NY,2021-06-23,Individual
DNR-06416,18-24,IL,2021-03-02,Individual
DNR-06417,45-54,GA,2021-04-12,Individual
DNR-06418,45-54,CO,2023-03-28,Individual
DNR-06419,35-44,WA,2021-05-18,Foundation
DNR-06420,18-24,IL,2024-09-16,Individual
DNR-06421,18-24,IL,2025-02-06,Foundation
DNR-06422,35-44,MI,2021-08-31,Individual
DNR-06423,65+,NC,2023-10-13,Individual
DNR-06424,45-54,NC,2023-08-21,Individual
DNR-06425,55-64,OH,2023-06-10,Individual
DNR-06426,55-64,CO,2022-09-01,Individual
DNR-06427,18-24,MI,2021-10-05,Individual
DNR-06428,18-24,TX,2024-12-23,Individual
DNR-06429,25-34,MI,2022-04-24,Individual
DNR-06430,35-44,CA,2023-09-20,Major Donor
DNR-06431,45-54,MI,2024-06-28,Foundation
DNR-06432,65+,NC,2023-04-01,Individual
DNR-06433,65+,PA,2025-07-31,Individual
DNR-06434,55-64,CA,2023-04-04,Individual
DNR-06435,25-34,NY,2023-08-29,Individual
DNR-06436,35-44,NC,2023-07-08,Individual
DNR-06437,65+,TX,2023-06-01,Individual
DNR-06438,65+,WA,2025-04-01,Individual
DNR-06439,55-64,IL,2025-04-29,Individual
DNR-06440,35-44,IL,2022-05-23,Individual
DNR-06441,35-44,CA,2021-09-04,Individual
DNR-06442,45-54,PA,2024-09-06,Individual
DNR-06443,18-24,GA,2025-10-08,Individual
DNR-06444,45-54,CA,2023-10-01,Individual
DNR-06445,35-44,FL,2023-10-14,Major Donor
DNR-06446,45-54,WA,2023-05-09,Individual
DNR-06447,25-34,PA,2022-01-03,Foundation
DNR-06448,55-64,MI,2025-09-03,Individual
DNR-06449,25-34,GA,2025-01-19,Individual
DNR-06450,18-24,IL,2022-02-01,Individual
DNR-06451,35-44,IL,2025-02-07,Individual
DNR-06452,35-44,MI,2022-07-18,Individual
DNR-06453,35-44,NY,2021-01-01,Individual
DNR-06454,45-54,TX,2023-06-29,Individual
DNR-06455,65+,NY,2025-05-06,Individual
DNR-06456,35-44,CA,2024-11-17,Individual
DNR-06457,18-24,GA,2025-05-12,Individual
DNR-06458,65+,NC,2024-07-13,Individual
DNR-06459,35-44,GA,2025-10-14,Individual
DNR-06460,45-54,NC,2024-11-24,Individual
DNR-06461,25-34,OH,2024-04-29,Individual
DNR-06462,18-24,CA,2022-01-30,Major Donor
DNR-06463,35-44,PA,2024-02-18,Individual
DNR-06464,18-24,CO,2022-12-11,Individual
DNR-06465,55-64,GA,2025-07-13,Individual
DNR-06466,55-64,OH,2022-06-18,Individual
DNR-06467,45-54,CA,2024-10-02,Individual
DNR-06468,35-44,GA,2023-03-27,Individual
DNR-06469,18-24,FL,2021-01-06,Individual
DNR-06470,45-54,PA,2025-08-25,Individual
DNR-06471,25-34,NY,2022-10-01,Individual
DNR-06472,65+,CO,2025-04-08,Individual
DNR-06473,25-34,NC,2024-01-24,Individual
DNR-06474,45-54,OH,2021-02-19,Individual
DNR-06475,65+,CO,2025-04-24,Individual
DNR-06476,35-44,NC,2021-03-23,Individual
DNR-06477,65+,WA,2024-02-10,Individual
DNR-06478,45-54,NC,2024-11-21,Individual
DNR-06479,35-44,TX,2024-01-12,Individual
DNR-06480,25-34,OH,2024-05-30,Individual
DNR-06481,45-54,FL,2022-08-02,Individual
DNR-06482,25-34,CO,2025-11-11,Individual
DNR-06483,18-24,FL,2023-05-06,Individual
DNR-06484,35-44,NY,2024-05-23,Major Donor
DNR-06485,65+,OH,2023-10-28,Corporate
DNR-06486,45-54,MI,2023-09-26,Individual
DNR-06487,65+,MI,2024-02-18,Individual
DNR-06488,45-54,CA,2021-12-11,Individual
DNR-06489,25-34,CO,2024-05-12,Individual
DNR-06490,55-64,IL,2025-08-12,Individual
DNR-06491,25-34,WA,2025-11-08,Individual
DNR-06492,55-64,OH,2025-10-20,Corporate
DNR-06493,45-54,NC,2021-07-25,Individual
DNR-06494,35-44,OH,2022-11-25,Individual
DNR-06495,25-34,MI,2022-05-09,Individual
DNR-06496,35-44,GA,2024-09-05,Individual
DNR-06497,65+,TX,2025-06-24,Individual
DNR-06498,45-54,GA,2021-02-07,Individual
DNR-06499,35-44,IL,2024-10-20,Individual
DNR-06500,35-44,CO,2023-01-15,Individual
DNR-06501,18-24,NC,2024-11-30,Foundation
DNR-06502,55-64,WA,2024-10-22,Corporate
DNR-06503,55-64,IL,2022-02-07,Individual
DNR-06504,55-64,MI,2023-03-11,Individual
DNR-06505,45-54,OH,2022-11-26,Individual
DNR-06506,55-64,OH,2025-11-30,Individual
DNR-06507,25-34,PA,2021-09-28,Corporate
DNR-06508,35-44,NY,2024-12-10,Individual
DNR-06509,18-24,CO,2023-01-15,Individual
DNR-06510,45-54,NY,2023-02-27,Individual
DNR-06511,55-64,GA,2021-09-23,Individual
DNR-06512,35-44,OH,2021-01-13,Individual
DNR-06513,55-64,OH,2021-04-10,Individual
DNR-06514,35-44,OH,2022-04-30,Individual
DNR-06515,18-24,CO,2025-08-26,Individual
DNR-06516,25-34,WA,2023-12-24,Corporate
DNR-06517,18-24,NC,2023-05-29,Individual
DNR-06518,55-64,MI,2024-04-18,Individual
DNR-06519,65+,NY,2021-03-31,Individual
DNR-06520,45-54,TX,2025-07-08,Individual
DNR-06521,45-54,PA,2023-01-18,Individual
DNR-06522,55-64,GA,2021-11-20,Individual
DNR-06523,35-44,MI,2025-03-31,Individual
DNR-06524,25-34,WA,2023-01-21,Individual
DNR-06525,35-44,NY,2025-08-16,Individual
DNR-06526,35-44,TX,2024-06-30,Individual
DNR-06527,35-44,GA,2025-11-03,Foundation
DNR-06528,25-34,IL,2022-08-28,Individual
DNR-06529,25-34,PA,2024-07-14,Individual
DNR-06530,65+,IL,2022-08-09,Individual
DNR-06531,35-44,NC,2024-11-21,Individual
DNR-06532,18-24,NC,2021-07-05,Individual
DNR-06533,45-54,PA,2021-09-05,Individual
DNR-06534,25-34,IL,2024-07-12,Individual
DNR-06535,65+,TX,2025-04-10,Individual
DNR-06536,55-64,PA,2025-11-11,Individual
DNR-06537,45-54,NY,2021-11-02,Individual
DNR-06538,35-44,FL,2022-10-07,Individual
DNR-06539,55-64,TX,2025-07-21,Individual
DNR-06540,18-24,NY,2022-09-27,Individual
DNR-06541,45-54,OH,2022-08-30,Individual
DNR-06542,25-34,CA,2023-04-12,Individual
DNR-06543,18-24,PA,2023-01-20,Individual
DNR-06544,18-24,FL,2022-02-12,Individual
DNR-06545,65+,OH,2024-10-23,Individual
DNR-06546,35-44,NY,2023-10-15,Individual
DNR-06547,45-54,PA,2022-12-12,Individual
DNR-06548,35-44,FL,2021-09-22,Individual
DNR-06549,35-44,MI,2022-05-18,Individual
DNR-06550,35-44,IL,2022-06-28,Individual
DNR-06551,25-34,WA,2025-02-07,Individual
DNR-06552,65+,GA,2025-07-21,Individual
DNR-06553,45-54,CA,2024-04-10,Individual
DNR-06554,18-24,WA,2024-03-18,Foundation
DNR-06555,45-54,OH,2023-12-11,Individual
DNR-06556,55-64,OH,2025-03-03,Foundation
DNR-06557,35-44,CA,2024-04-04,Individual
DNR-06558,55-64,CO,2024-02-09,Individual
DNR-06559,45-54,NC,2024-05-28,Individual
DNR-06560,65+,PA,2023-08-01,Individual
DNR-06561,55-64,FL,2024-11-07,Individual
DNR-06562,55-64,CO,2025-03-08,Individual
DNR-06563,25-34,NY,2021-07-01,Individual
DNR-06564,45-54,TX,2025-07-09,Individual
DNR-06565,35-44,FL,2021-02-22,Individual
DNR-06566,55-64,CO,2022-03-21,Individual
DNR-06567,35-44,WA,2024-12-17,Individual
DNR-06568,65+,OH,2021-09-30,Individual
DNR-06569,25-34,NC,2022-08-16,Individual
DNR-06570,55-64,OH,2021-10-01,Individual
DNR-06571,35-44,MI,2025-07-05,Corporate
DNR-06572,25-34,TX,2025-10-27,Individual
DNR-06573,25-34,CO,2023-06-19,Individual
DNR-06574,45-54,PA,2021-11-23,Individual
DNR-06575,25-34,WA,2024-08-27,Individual
DNR-06576,25-34,CO,2022-01-09,Individual
DNR-06577,45-54,FL,2021-01-01,Individual
DNR-06578,35-44,IL,2025-04-08,Individual
DNR-06579,35-44,WA,2021-10-11,Individual
DNR-06580,35-44,MI,2021-05-25,Individual
DNR-06581,35-44,PA,2021-01-19,Individual
DNR-06582,55-64,CO,2025-11-01,Individual
DNR-06583,35-44,GA,2022-12-02,Individual
DNR-06584,45-54,MI,2022-10-25,Individual
DNR-06585,65+,CA,2021-05-23,Individual
DNR-06586,55-64,IL,2021-03-02,Individual
DNR-06587,25-34,OH,2022-05-19,Individual
DNR-06588,25-34,TX,2024-07-04,Individual
DNR-06589,35-44,FL,2023-10-07,Individual
DNR-06590,45-54,CO,2021-06-04,Individual
DNR-06591,35-44,IL,2021-03-11,Foundation
DNR-06592,65+,GA,2025-02-04,Individual
DNR-06593,35-44,FL,2021-01-08,Individual
DNR-06594,35-44,PA,2023-02-15,Individual
DNR-06595,55-64,TX,2021-12-14,Individual
DNR-06596,45-54,NY,2024-07-14,Individual
DNR-06597,45-54,CO,2024-08-04,Individual
DNR-06598,35-44,NY,2021-04-20,Individual
DNR-06599,35-44,PA,2024-10-15,Individual
DNR-06600,35-44,TX,2023-11-03,Individual
DNR-06601,18-24,OH,2023-01-31,Individual
DNR-06602,55-64,FL,2025-08-28,Individual
DNR-06603,55-64,WA,2024-12-18,Individual
DNR-06604,55-64,OH,2023-01-01,Individual
DNR-06605,35-44,CA,2025-06-18,Individual
DNR-06606,25-34,MI,2022-08-03,Individual
DNR-06607,25-34,NC,2023-09-22,Individual
DNR-06608,45-54,MI,2022-03-22,Major Donor
DNR-06609,45-54,NC,2024-10-23,Individual
DNR-06610,65+,CA,2024-12-21,Individual
DNR-06611,45-54,OH,2022-06-12,Individual
DNR-06612,45-54,PA,2021-03-12,Individual
DNR-06613,55-64,MI,2025-07-25,Individual
DNR-06614,25-34,OH,2024-12-09,Individual
DNR-06615,35-44,TX,2025-05-07,Corporate
DNR-06616,65+,IL,2021-09-27,Individual
DNR-06617,25-34,CO,2023-02-20,Individual
DNR-06618,65+,NC,2024-01-28,Individual
DNR-06619,45-54,CA,2025-07-08,Individual
DNR-06620,45-54,PA,2022-11-06,Individual
DNR-06621,18-24,CA,2022-04-12,Individual
DNR-06622,35-44,CO,2022-01-09,Individual
DNR-06623,65+,MI,2025-11-29,Individual
DNR-06624,35-44,GA,2023-12-24,Individual
DNR-06625,55-64,WA,2022-09-07,Individual
DNR-06626,45-54,CO,2021-11-27,Individual
DNR-06627,18-24,NC,2023-10-30,Individual
DNR-06628,25-34,TX,2025-05-05,Individual
DNR-06629,45-54,WA,2022-02-24,Individual
DNR-06630,45-54,IL,2023-09-17,Individual
DNR-06631,18-24,CO,2021-05-19,Individual
DNR-06632,25-34,CO,2021-06-07,Major Donor
DNR-06633,35-44,IL,2022-06-08,Individual
DNR-06634,45-54,NC,2023-08-16,Individual
DNR-06635,35-44,WA,2025-11-17,Foundation
DNR-06636,45-54,MI,2022-10-27,Individual
DNR-06637,55-64,FL,2022-07-06,Individual
DNR-06638,65+,MI,2024-10-21,Individual
DNR-06639,25-34,OH,2025-10-24,Corporate
DNR-06640,55-64,NY,2025-07-05,Individual
DNR-06641,35-44,OH,2024-03-21,Corporate
DNR-06642,25-34,PA,2023-04-01,Individual
DNR-06643,45-54,WA,2022-12-31,Corporate
DNR-06644,25-34,GA,2023-11-04,Individual
DNR-06645,65+,PA,2024-09-24,Corporate
DNR-06646,35-44,GA,2022-11-03,Individual
DNR-06647,65+,IL,2022-12-23,Individual
DNR-06648,18-24,NY,2023-08-22,Individual
DNR-06649,35-44,OH,2023-03-03,Individual
DNR-06650,25-34,WA,2025-07-14,Individual
DNR-06651,35-44,PA,2021-04-28,Individual
DNR-06652,25-34,IL,2022-06-07,Individual
DNR-06653,18-24,NC,2025-10-31,Individual
DNR-06654,65+,NY,2024-04-20,Individual
DNR-06655,55-64,FL,2021-10-22,Individual
DNR-06656,45-54,OH,2023-12-20,Individual
DNR-06657,25-34,PA,2021-02-04,Individual
DNR-06658,18-24,CA,2025-08-08,Individual
DNR-06659,25-34,FL,2023-07-16,Individual
DNR-06660,35-44,IL,2021-04-04,Corporate
DNR-06661,35-44,OH,2021-11-12,Corporate
DNR-06662,55-64,PA,2021-05-05,Individual
